 1   0.29912131994328, -0.23051144309794,  0.92595405423611
 2  -0.81060322885810,  0.05272211895297, -0.58321761250662
 3  -0.39962703885455, -0.86960297632552, -0.28998085002658
 4  -0.87086707101707, -0.25432256120700,  0.42060739351474
 5   0.02539468645090, -0.74734630197206,  0.66394925621522
 6   0.39962703885455,  0.86960297632552,  0.28998085002658
 7   0.11130473029067, -0.99076869739006,  0.07738633785703
 8  -0.15220676100794,  0.78237257644000,  0.60392570200159
 9   0.45610038671695,  0.44774950119832,  0.76908570485565
10   0.97360934357759, -0.22794251151879, -0.01127198034560
11   0.63957875754178, -0.74500705086552, -0.18948220777153
12  -0.87295691032770, -0.44933718822901, -0.18984816034286
13   0.15220676100793, -0.78237257644000, -0.60392570200159
14  -0.97360934357759,  0.22794251151879,  0.01127198034560
15   0.52228126262638,  0.78494150801915, -0.33330033258012
16  -0.29912131994328,  0.23051144309794, -0.92595405423611
17  -0.61895944476566,  0.64811207288395, -0.44366648139955
18  -0.63957875754178,  0.74500705086552,  0.18948220777153
19  -0.52228126262638, -0.78494150801915,  0.33330033258012
20  -0.12290363135677,  0.25053757340839,  0.96027372228441
21  -0.40620422656997, -0.31507668467295,  0.85774402305827
22  -0.11130473029067,  0.99076869739006, -0.07738633785703
23   0.68514032067509, -0.31092006606311, -0.65871955603622
24  -0.02539468645090,  0.74734630197206, -0.66394925621522
25   0.87295691032770,  0.44933718822901,  0.18984816034287
26  -0.68514032067509,  0.31092006606311,  0.65871955603622
27   0.61895944476566, -0.64811207288394,  0.44366648139955
28   0.81060322885810, -0.05272211895296,  0.58321761250662
29   0.12290363135676, -0.25053757340839, -0.96027372228441
30  -0.45610038671695, -0.44774950119832, -0.76908570485565
31   0.40620422656997,  0.31507668467295, -0.85774402305827
32   0.87086707101707,  0.25432256120700, -0.42060739351474
