 1   0.76305963237004, -0.60910872071707,  0.21616328040097
 2   0.32782946440389,  0.57048304499788,  0.75304510996262
 3  -0.06867449652419, -0.83417612468105,  0.54720563460115
 4   0.23414457241715, -0.93694370640531, -0.25944712416035
 5  -0.88150103089834,  0.45508744278506,  0.12590215226327
 6   0.92593396707254,  0.17327114712836, -0.33559409737678
 7  -0.21925002885701, -0.41376235334999, -0.88358935020544
 8   0.88549022943300,  0.12947141258635,  0.44625576399818
 9   0.30107494552205,  0.39151807086725, -0.86952140707592
10  -0.92808608363893, -0.18486309134837, -0.32323653693987
11  -0.54150909901057,  0.32663522161993, -0.77464658244005
12  -0.77365711234884, -0.37798126594424,  0.50851237458614
13  -0.42694195840372,  0.18967613818441,  0.88416261330021
14   0.27804098635820, -0.26651829280215,  0.92285492332587
15  -0.52818471503496, -0.83102515380466, -0.17440785689693
16  -0.27674095654160,  0.88155133853687,  0.38246788165320
17   0.54458783721595,  0.83683186811153, -0.05600457186185
18  -0.19295571003067,  0.89730505060872, -0.39700345101604
19   0.57738025060626, -0.39739910772394, -0.71323628300169
