1   0.87717286608418,  0.41237736113243, -0.24599324184033
 2  -0.51627863556491,  0.85505120324955, -0.04841291440029
 3   0.84056727036027,  0.10098728544124,  0.53221070280321
 4  -0.97909842569477,  0.10284314863746,  0.17546954032070
 5  -0.46720234092158,  0.51644157634484,  0.71764202138661
 6  -0.77279868753869, -0.56595028070698, -0.28719761194370
 7   0.41190445250226, -0.70147828289378,  0.58160376601016
 8   0.57593367296998, -0.13458678423757, -0.80634161609575
 9  -0.57341455117267, -0.38846060181642,  0.72131415717416
10   0.03946124381084,  0.50821012551228, -0.86032858755460
11   0.26727078637143,  0.93863132647308, -0.21803109804749
12  -0.26727079301170, -0.93863132455713,  0.21803109815581
13  -0.73183593940428,  0.28086750619038, -0.62091030089913
14   0.13275854875756, -0.02435137432769,  0.99084922076981
15   0.32143299247338,  0.75921843686172,  0.56592242973649
16   0.21252031805472, -0.87896796094902, -0.42690799715986
17  -0.24148987459682, -0.35750341927381, -0.90214962488201
18   0.87036709657287, -0.48469794109559, -0.08676994353466
